Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
02-12-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,60,1500,25
10-04-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,25,500,20
09-03-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,25,563,23
11-09-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,30,825,28
10-10-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,875,25
17-01-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,1050,30
10-11-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,1138,33
10-06-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,1138,33
17-02-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,40,800,20
11-05-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,40,1000,25
10-08-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,45,1350,30
09-12-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,50,2000,40
09-07-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Indiana,50,1500,30
03-02-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Iowa,30,450,15
03-01-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Iowa,30,750,25
06-11-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Iowa,35,963,28
05-12-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Iowa,50,1625,33
11-02-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Missouri,25,938,38
11-01-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Missouri,25,1188,48
03-04-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,20,300,15
02-03-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,20,350,18
04-09-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,30,750,25
03-06-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,30,900,30
03-10-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,788,23
03-11-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,1050,30
04-05-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,40,800,20
02-07-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,45,1350,30
03-08-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,45,1350,30
02-12-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,50,1750,35
10-02-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,700,20
10-01-2021,Men's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,1050,30
10-04-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,25,1250,50
09-03-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,25,1300,52
11-09-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,35,1663,48
17-01-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,35,1750,50
17-02-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,35,1925,55
10-06-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,40,2300,58
10-10-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,45,1800,40
10-11-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,45,1913,43
10-08-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,50,2625,53
09-07-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,55,3025,55
11-05-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,60,3270,55
09-12-2021,Men's Street Footwear,Midwest,West Gear,In-store,Indiana,60,3600,60
03-01-2021,Men's Street Footwear,Midwest,West Gear,In-store,Iowa,30,1350,45
03-02-2021,Men's Street Footwear,Midwest,West Gear,In-store,Iowa,30,1500,50
06-11-2021,Men's Street Footwear,Midwest,West Gear,In-store,Iowa,45,1800,40
05-12-2021,Men's Street Footwear,Midwest,West Gear,In-store,Iowa,60,3150,53
11-01-2021,Men's Street Footwear,Midwest,West Gear,In-store,Missouri,25,1688,68
11-02-2021,Men's Street Footwear,Midwest,West Gear,In-store,Missouri,25,1813,73
03-04-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,20,900,45
02-03-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,20,940,47
04-09-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,1663,48
03-06-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,1925,55
03-10-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,45,1688,38
03-11-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,45,1800,40
03-08-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,50,2625,53
02-07-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,50,2750,55
04-05-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,60,2970,50
02-12-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,60,3300,55
10-01-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,1750,50
10-02-2021,Men's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,1925,55
10-02-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,20,600,30
09-03-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,25,688,28
17-01-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,35,1050,30
11-09-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,40,900,23
10-10-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,50,1375,28
10-04-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,50,1375,28
11-05-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,55,1788,33
10-08-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,55,1925,35
10-06-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,60,1950,33
09-07-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,60,2250,38
10-11-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,65,2275,35
09-12-2021,Women's Apparel,Midwest,West Gear,In-store,Indiana,65,2600,40
03-01-2021,Women's Apparel,Midwest,West Gear,In-store,Iowa,30,750,25
06-10-2021,Women's Apparel,Midwest,West Gear,In-store,Iowa,50,1250,25
06-11-2021,Women's Apparel,Midwest,West Gear,In-store,Iowa,65,1788,28
05-12-2021,Women's Apparel,Midwest,West Gear,In-store,Iowa,65,2113,33
11-01-2021,Women's Apparel,Midwest,West Gear,In-store,Missouri,25,1188,48
17-12-2021,Women's Apparel,Midwest,West Gear,In-store,Missouri,50,2250,45
03-02-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,15,375,25
02-03-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,20,450,23
10-01-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,35,1050,30
04-09-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,40,800,20
03-10-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,50,1250,25
04-05-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,50,1500,30
03-04-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,50,1125,23
03-06-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,55,1788,33
03-08-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,55,1925,35
02-07-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,55,2063,38
03-11-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,65,1950,30
02-12-2021,Women's Apparel,Midwest,West Gear,In-store,Wisconsin,65,2275,35
09-03-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,20,250,13
10-04-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,20,250,13
11-09-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,25,375,15
10-02-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,30,375,13
10-06-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,30,525,18
10-10-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,525,15
11-05-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,613,18
10-11-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,35,963,28
10-08-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,40,800,20
09-07-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,45,788,18
09-12-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,50,1500,30
17-01-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Indiana,30,450,15
03-01-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Iowa,25,250,10
06-11-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Iowa,35,700,20
05-12-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Iowa,50,1125,23
11-01-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Missouri,20,650,33
17-12-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Missouri,35,1225,35
02-03-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,15,113,8
03-04-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,15,113,8
03-02-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,25,188,8
04-09-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,25,313,13
03-06-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,25,438,18
03-10-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,438,13
04-05-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,525,15
03-11-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,35,788,23
02-07-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,40,700,18
03-08-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,40,800,20
02-12-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,50,1250,25
10-01-2021,Women's Athletic Footwear,Midwest,West Gear,In-store,Wisconsin,30,450,15
10-04-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,15,300,20
09-03-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,15,413,28
11-09-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,25,438,18
10-06-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,30,600,20
10-10-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,35,525,15
11-05-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,35,788,23
10-11-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,35,945,27
10-08-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,40,900,23
09-07-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,45,1013,23
09-12-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,50,1750,35
17-01-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,25,750,30
17-02-2021,Women's Street Footwear,Midwest,West Gear,In-store,Indiana,30,900,30
03-02-2021,Women's Street Footwear,Midwest,West Gear,In-store,Iowa,20,400,20
03-01-2021,Women's Street Footwear,Midwest,West Gear,In-store,Iowa,20,500,25
06-11-2021,Women's Street Footwear,Midwest,West Gear,In-store,Iowa,35,770,22
05-12-2021,Women's Street Footwear,Midwest,West Gear,In-store,Iowa,50,1375,28
11-02-2021,Women's Street Footwear,Midwest,West Gear,In-store,Missouri,15,638,43
11-01-2021,Women's Street Footwear,Midwest,West Gear,In-store,Missouri,15,713,48
17-12-2021,Women's Street Footwear,Midwest,West Gear,In-store,Missouri,35,1400,40
03-04-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,10,150,15
02-03-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,10,225,23
04-09-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,25,375,15
03-06-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,25,500,20
03-10-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,438,13
04-05-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,613,18
03-11-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,35,858,25
02-07-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,40,900,23
03-08-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,40,900,23
02-12-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,50,1500,30
10-02-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,25,625,25
10-01-2021,Women's Street Footwear,Midwest,West Gear,In-store,Wisconsin,25,750,30
14-11-2021,Men's Apparel,Northeast,Amazon,In-store,Massachusetts,65,1625,25
13-12-2021,Men's Apparel,Northeast,Amazon,In-store,Massachusetts,65,1950,30
14-01-2021,Men's Apparel,Northeast,Amazon,In-store,Massachusetts,55,1238,23
18-04-2021,Men's Apparel,Northeast,Amazon,In-store,New Hampshire,60,1050,18
17-03-2021,Men's Apparel,Northeast,Amazon,In-store,New Hampshire,60,1200,20
19-02-2021,Men's Apparel,Northeast,Amazon,In-store,New Hampshire,60,1650,28
17-05-2021,Men's Apparel,Northeast,Amazon,In-store,New Hampshire,65,1950,30
19-06-2021,Men's Apparel,Northeast,Amazon,In-store,New Hampshire,65,2113,33
21-01-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,60,1350,23
11-04-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,55,825,15
10-03-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,55,963,18
12-02-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,55,1238,23
10-09-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,60,1200,20
11-08-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,60,1350,23
10-05-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,60,1650,28
12-06-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,60,1800,30
10-07-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,60,1950,33
12-10-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,70,1225,18
11-11-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,70,1925,28
10-12-2021,Men's Apparel,Northeast,Amazon,In-store,Vermont,70,2275,33
14-11-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,55,1650,30
13-12-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,55,2063,38
12-02-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,45,1013,23
14-01-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,45,1463,33
18-04-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,50,1250,25
17-03-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,50,1375,28
17-05-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,60,1800,30
19-06-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,60,2550,43
19-02-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,50,1250,25
21-01-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,50,1625,33
11-04-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,45,1013,23
10-03-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,45,1125,25
10-05-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,55,1513,28
10-09-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,55,1788,33
12-06-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,55,2200,40
10-07-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,55,2338,43
11-08-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,55,2338,43
12-10-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,60,1800,30
10-12-2021,Men's Athletic Footwear,Northeast,Amazon,In-store,Vermont,60,2400,40
14-11-2021,Men's Street Footwear,Northeast,Amazon,In-store,Massachusetts,65,2438,38
13-12-2021,Men's Street Footwear,Northeast,Amazon,In-store,Massachusetts,65,3738,58
14-01-2021,Men's Street Footwear,Northeast,Amazon,In-store,Massachusetts,45,2363,53
12-02-2021,Men's Street Footwear,Northeast,Amazon,In-store,Massachusetts,45,2588,58
18-04-2021,Men's Street Footwear,Northeast,Amazon,In-store,New Hampshire,50,2750,55
17-03-2021,Men's Street Footwear,Northeast,Amazon,In-store,New Hampshire,50,2850,57
17-05-2021,Men's Street Footwear,Northeast,Amazon,In-store,New Hampshire,65,3868,60
19-06-2021,Men's Street Footwear,Northeast,Amazon,In-store,New Hampshire,65,4388,68
17-07-2021,Men's Street Footwear,Northeast,Amazon,In-store,New Hampshire,65,4550,70
21-01-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,50,2625,53
19-02-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,50,3000,60
11-04-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,45,2363,53
10-03-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,45,2453,55
10-09-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,60,3150,53
10-05-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,60,3420,57
12-06-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,60,3900,65
11-08-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,60,3900,65
10-07-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,60,4050,68
12-10-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,65,3088,48
10-12-2021,Men's Street Footwear,Northeast,Amazon,In-store,Vermont,70,4200,60
15-10-2021,Women's Apparel,Northeast,Amazon,In-store,Massachusetts,70,1575,23
14-11-2021,Women's Apparel,Northeast,Amazon,In-store,Massachusetts,70,2450,35
13-12-2021,Women's Apparel,Northeast,Amazon,In-store,Massachusetts,70,2800,40
14-01-2021,Women's Apparel,Northeast,Amazon,In-store,Massachusetts,45,1463,33
17-03-2021,Women's Apparel,Northeast,Amazon,In-store,New Hampshire,50,1500,30
18-04-2021,Women's Apparel,Northeast,Amazon,In-store,New Hampshire,50,1625,33
19-02-2021,Women's Apparel,Northeast,Amazon,In-store,New Hampshire,50,1875,38
17-05-2021,Women's Apparel,Northeast,Amazon,In-store,New Hampshire,70,2975,43
19-06-2021,Women's Apparel,Northeast,Amazon,In-store,New Hampshire,70,3325,48
21-01-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,50,1625,33
10-03-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,45,1238,28
11-04-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,45,1350,30
12-02-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,45,1463,33
10-09-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,65,1950,30
10-05-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,65,2600,40
11-08-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,65,2600,40
12-06-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,65,2925,45
10-07-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,65,3250,50
11-11-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,75,2813,38
10-12-2021,Women's Apparel,Northeast,Amazon,In-store,Vermont,75,3188,43
14-11-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,55,1513,28
13-12-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,55,1650,30
14-01-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Massachusetts,40,700,18
17-03-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,45,675,15
18-04-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,45,788,18
19-02-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,45,900,20
17-05-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,55,1513,28
19-06-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,New Hampshire,55,1788,33
21-01-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Vermont,45,788,18
10-03-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Vermont,40,500,13
12-02-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Vermont,40,600,15
11-04-2021,Women's Athletic Footwear,Northeast,Amazon,In-store,Vermont,40,600,15
